id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance
3196,060-07,1,ITALIANI,Florence,Mme,REC,Reconquête !
3197,060-07,2,BOILLET,Agnès,Mme,ECO,Ecologistes
3198,060-07,3,MINOT,Maxime,M.,LR,Les Républicains
3199,060-07,4,DINGIVAL,Agnès,Mme,DXG,Divers extrême gauche
3200,060-07,5,ROUL,Daniel,M.,DSV,Droite souverainiste
3201,060-07,6,VAN ELSUWE,Ophélie,Mme,ENS,Ensemble ! (Majorité présidentielle)
3202,060-07,7,PEN,Loïc,M.,COM,Parti communiste français
3203,060-07,8,SZYSZKA,Tristan,M.,RN,Rassemblement National
3204,061-01,1,MAIGNAN,Myriam,Mme,RN,Rassemblement National
3205,061-01,2,DUHARD,Marie-Annick,Mme,ENS,Ensemble ! (Majorité présidentielle)
3206,061-01,3,LORAND-BRIONNE,Marc,M.,ECO,Ecologistes
3207,061-01,4,PILOQUET,Oscar,M.,REC,Reconquête !
3208,061-01,5,JOURDAN,Chantal,Mme,SOC,Parti socialiste
3209,061-01,6,SOUL,Bernard,M.,LR,Les Républicains
3210,061-01,7,FRÉVAL,Martine,Mme,ECO,Ecologistes
3211,061-01,8,TESSIER,Florence,Mme,DSV,Droite souverainiste
3212,061-01,9,LAPLASSE,Sylvie,Mme,DIV,Divers
3213,061-01,10,SÉCHET,Charlotte,Mme,DXG,Divers extrême gauche
3214,061-02,1,EL KHALEDI,Amale,Mme,ENS,Ensemble ! (Majorité présidentielle)
3215,061-02,2,LOUWAGIE,Véronique,Mme,LR,Les Républicains
3216,061-02,3,DE BOURBON PARME,Amaury,M.,REC,Reconquête !
3217,061-02,4,MOUSSET,Denis,M.,DIV,Divers
3218,061-02,5,BUSSIÈRE,Cécile,Mme,ECO,Ecologistes
3219,061-02,6,MARIE,Sandrine,Mme,DSV,Droite souverainiste
3220,061-02,7,VELLY,Bernadette,Mme,DXG,Divers extrême gauche
3221,061-02,8,ANSQUER,Patricia,Mme,ECO,Ecologistes
3222,061-02,9,JOSEPH,Christophe,M.,DVG,Divers gauche
3223,061-02,10,MOREL,Alexandre,M.,RN,Rassemblement National
3224,061-03,1,NURY,Jérôme,M.,LR,Les Républicains
3225,061-03,2,BEAUMONT,Vincent,M.,DVC,Divers centre
3226,061-03,3,GIBAULT,Solène,Mme,ENS,Ensemble ! (Majorité présidentielle)
3227,061-03,4,GAUER,Claire-Emmanuelle,Mme,REC,Reconquête !
3228,061-03,5,YVER,Aymeric,M.,DSV,Droite souverainiste
3229,061-03,6,GAUTIER,Arnaud,M.,DXG,Divers extrême gauche
3230,061-03,7,FRÉMONT,Anthony,M.,RN,Rassemblement National
3231,061-03,8,KHEMARI,Mehdi,M.,FI,La France Insoumise
3232,061-03,9,CLÉRIS,Marc,M.,DVC,Divers centre
3233,061-03,10,DURANDY,Didier,M.,DIV,Divers
3234,062-01,1,WIELGOSZ,Michel,M.,ECO,Ecologistes
3235,062-01,2,DUVERGÉ,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle)
3236,062-01,3,BERTHOUD,Marie,Mme,DXG,Divers extrême gauche
3237,062-01,4,ITEY,Liliane,Mme,DVD,Divers droite
3238,062-01,5,FLAHAUT,Michel,M.,DVG,Divers gauche
3239,062-01,6,BERNARD,Marie,Mme,LR,Les Républicains
3240,062-01,7,CAGNACHE,Eric,M.,FI,La France Insoumise
3241,062-01,8,BLAIRY,Emmanuel,M.,RN,Rassemblement National
3242,062-01,9,FOURNIER,Geoffrey,M.,REC,Reconquête !
3243,062-02,1,LAPOUILLE,Emmanuelle,Mme,LR,Les Républicains
3244,062-02,2,HEUSÈLE,Alban,M.,RN,Rassemblement National
3245,062-02,3,RENGARD,Morgane,Mme,FI,La France Insoumise
3246,062-02,4,BOUFFART,Béatrice,Mme,DXG,Divers extrême gauche
3247,062-02,5,LOIR,Véronique,Mme,DSV,Droite souverainiste
3248,062-02,6,GEORGET,Isabelle,Mme,REC,Reconquête !
3249,062-02,7,PEUGNET,Sébastien,M.,DIV,Divers
3250,062-02,8,ZAYONNET,Nathalie,Mme,ECO,Ecologistes
3251,062-02,9,LADSOUS,Bruno,M.,ECO,Ecologistes
3252,062-02,10,LA GRANGE,Philippe,M.,RDG,Parti radical de gauche
3253,062-02,11,NAYET,Pauline,Mme,DVG,Divers gauche
3254,062-02,12,KOSBUR,Arnaud,M.,DIV,Divers
3255,062-02,13,MAQUET,Jacqueline,Mme,ENS,Ensemble ! (Majorité présidentielle)
3256,062-03,1,FIEVET,Elodie,Mme,REG,Régionaliste
3257,062-03,2,DESMARETZ,Arnaud,M.,RDG,Parti radical de gauche
3258,062-03,3,KAZNOWSKI,Guillaume,M.,REC,Reconquête !
3259,062-03,4,CAFLERS,Vincent,M.,DVD,Divers droite
3260,062-03,5,DAMAY,Alexandre,M.,ECO,Ecologistes
3261,062-03,6,DARRAS,Michel,M.,DXG,Divers extrême gauche
3262,062-03,7,TELLIER,Jean-Marc,M.,COM,Parti communiste français
3263,062-03,8,BAYS,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle)
3264,062-03,9,CLAVET,Bruno,M.,RN,Rassemblement National
3265,062-03,10,LAMBRE,Claudine,Mme,LR,Les Républicains
3266,062-04,1,HERICOURT,Dominique,M.,DXG,Divers extrême gauche
3267,062-04,2,ANDREAU,Jean-Michel,M.,DSV,Droite souverainiste
3268,062-04,3,DELATTRE,Karen,Mme,DXG,Divers extrême gauche
3269,062-04,4,SERGENT,David,M.,REC,Reconquête !
3270,062-04,5,VANPEENE,Françoise,Mme,RN,Rassemblement National
3271,062-04,6,FAIT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
3272,062-04,7,HOFF,Mervyn,M.,DXD,Divers extrême droite
3273,062-04,8,BONVOISIN,Mary,Mme,LR,Les Républicains
3274,062-04,9,AMEYE,Evelyne,Mme,ECO,Ecologistes
3275,062-04,10,DRAIN,Blandine,Mme,SOC,Parti socialiste
3276,062-05,1,HINGREZ-CEREDA,Mireille,Mme,DVG,Divers gauche
3277,062-05,2,GOLLIOT,Antoine,M.,RN,Rassemblement National
3278,062-05,3,CARRAUD,Olivier,M.,DXG,Divers extrême gauche
3279,062-05,4,LUCIEN,Emeline,Mme,REC,Reconquête !
3280,062-05,5,PONT,Jean-Pierre,M.,ENS,Ensemble ! (Majorité présidentielle)
3281,062-05,6,BÉLART,Nancy,Mme,FI,La France Insoumise
3282,062-05,7,BLANCKAERT,Christophe,M.,ECO,Ecologistes
3283,062-05,8,DELBART,Géraldine,Mme,DVD,Divers droite
3284,062-06,1,LOIRE-RÉNIER,Terry,M.,REG,Régionaliste
3285,062-06,2,ENGRAND,Christine,Mme,RN,Rassemblement National
3286,062-06,3,BOURGUIGNON,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle)
3287,062-06,4,ERCKELBOUDT,Simon,M.,DVD,Divers droite
3288,062-06,5,LEBECQ,Pascal,M.,FI,La France Insoumise
3289,062-06,6,MALIAR,Faustine,Mme,LR,Les Républicains
3290,062-06,7,DUVIEUBOURG,Patricia,Mme,DVG,Divers gauche
3291,062-06,8,JUDEK,Jérôme,M.,REC,Reconquête !
3292,062-06,9,BOUREL,Vanessa,Mme,ECO,Ecologistes
3293,062-06,10,BOUREL,Laure,Mme,DXG,Divers extrême gauche
3294,062-06,11,BLAUWART,Claudine,Mme,DSV,Droite souverainiste
3295,062-07,1,DESCAMPS,François,M.,DSV,Droite souverainiste
3296,062-07,2,MOUSSALLY,Jean-Pierre,M.,ECO,Ecologistes
3297,062-07,3,FATOUX,Isabelle,Mme,DXG,Divers extrême gauche
3298,062-07,4,NISZCZOTA,Dominique,Mme,ECO,Ecologistes
3299,062-07,5,LEPRETRE,Laurence,Mme,DVD,Divers droite
3300,062-07,6,DUMONT,Pierre-Henri,M.,LR,Les Républicains
3301,062-07,7,DE FLEURIAN,Marc,M.,RN,Rassemblement National
3302,062-07,8,VASSEUR,Philippe,M.,RDG,Parti radical de gauche
3303,062-07,9,WAROCZYK,Henri,M.,ENS,Ensemble ! (Majorité présidentielle)
3304,062-07,10,BERTELOOT,Frédéric,M.,REC,Reconquête !
3305,062-07,11,MILLOT,Françoise,Mme,DXG,Divers extrême gauche
3306,062-08,1,EVRARD,Auguste,M.,RN,Rassemblement National
3307,062-08,2,CARON,Philippe,M.,UDI,Union des Démocrates et des Indépendants
3308,062-08,3,ROUSSEL,Simon,M.,FI,La France Insoumise
3309,062-08,4,VANDOMME,Laura,Mme,ECO,Ecologistes
3310,062-08,5,MAYAUD,Aude,Mme,REC,Reconquête !
3311,062-08,6,POTTERIE,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle)
3312,062-08,7,BAYARD,Frédéric,M.,DSV,Droite souverainiste
3313,062-08,8,SACHOT,Marie-Denise,Mme,DVD,Divers droite
3314,062-08,9,PETIT,Bertrand,M.,DVG,Divers gauche
3315,062-08,10,ZANNIS,Etienne,M.,DXG,Divers extrême gauche
3316,062-09,1,ELAZOUZI,Hakim,M.,UDI,Union des Démocrates et des Indépendants
3317,062-09,2,JUDEK,Fanny,Mme,REC,Reconquête !
3318,062-09,3,MATTON,Charlotte,Mme,DSV,Droite souverainiste
3319,062-09,4,BAÏK,Abdellah,M.,ECO,Ecologistes
3320,062-09,5,DEFLANDRE,Anne-Marie,Mme,DXG,Divers extrême gauche
3321,062-09,6,BRASSEUR,Valentin,M.,DIV,Divers
3322,062-09,7,BONIFACIO,Amandine,Mme,FI,La France Insoumise
3323,062-09,8,PINCHON,Matthieu,M.,DVD,Divers droite
3324,062-09,9,DEPREZ-AUDEBERT,Marguerite,Mme,ENS,Ensemble ! (Majorité présidentielle)
3325,062-09,10,FELLAHA,Zaïna,Mme,DIV,Divers
3326,062-09,11,PARMENTIER,Caroline,Mme,RN,Rassemblement National
3327,062-09,12,SAINT-ANDRÉ,Stéphane,M.,DVG,Divers gauche
3328,062-09,13,MARTIN,Corinne,Mme,ECO,Ecologistes
3329,062-09,14,DELAIRE,Jacques,M.,DXD,Divers extrême droite
3330,062-09,15,GUAQUIER,Julien,M.,DIV,Divers
3331,062-10,1,VANTOUROUX,Françoise,Mme,LR,Les Républicains
3332,062-10,2,RUS,Ludivine,Mme,RDG,Parti radical de gauche
3333,062-10,3,DAGBERT,Michel,M.,ENS,Ensemble ! (Majorité présidentielle)
3334,062-10,4,MAJORCZYK,Rémy,M.,DIV,Divers
3335,062-10,5,HOUPLAIN,Myriane,Mme,REC,Reconquête !
3336,062-10,6,CAPPE,Florent,M.,DSV,Droite souverainiste
3337,062-10,7,COQUERIE,Sandrine,Mme,FI,La France Insoumise
3338,062-10,8,LEU,Noémie,Mme,DVD,Divers droite
3339,062-10,9,FRAPPÉ,Thierry,M.,RN,Rassemblement National
3340,062-10,10,LALOUX,Geoffrey,M.,DXG,Divers extrême gauche
3341,062-10,11,CARINCOTTE,Davy,M.,ECO,Ecologistes
3342,062-11,1,CARON,Léa,Mme,ECO,Ecologistes
3343,062-11,2,GAI,Dominique,Mme,DXG,Divers extrême gauche
3344,062-11,3,WEINMANN,Gautier,M.,DXG,Divers extrême gauche
3345,062-11,4,LEGRAND,Maxime,M.,RDG,Parti radical de gauche
3346,062-11,5,LE PEN,Marine,Mme,RN,Rassemblement National
3347,062-11,6,TONDELIER,Marine,Mme,ECO,Ecologistes
3348,062-11,7,RAÏSS,Lahcen,M.,DIV,Divers
3349,062-11,8,TASZAREK,Anne-Sophie,Mme,UDI,Union des Démocrates et des Indépendants
3350,062-11,9,PINTUS,Alexandrine,Mme,ENS,Ensemble ! (Majorité présidentielle)
3351,062-12,1,DE CARRION,Alain,M.,RDG,Parti radical de gauche
3352,062-12,2,VAN LIERDE,Christophe,M.,DXG,Divers extrême gauche
3353,062-12,3,DEBRUYNE,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle)
3354,062-12,4,DANJOU,Emmanuelle,Mme,REC,Reconquête !
3355,062-12,5,PETIT,Matthieu,M.,DSV,Droite souverainiste
3356,062-12,6,DARRAS,Jérôme,M.,SOC,Parti socialiste
3357,062-12,7,BELOT,Martine,Mme,LR,Les Républicains
3358,062-12,8,SCHEENAERTS,Régis,M.,DXG,Divers extrême gauche
3359,062-12,9,BILDE,Bruno,M.,RN,Rassemblement National
3360,062-12,10,AIT MOUSSA,Abdellah,M.,DIV,Divers
3361,063-01,1,BOUZID,Chrif,M.,DVG,Divers gauche
3362,063-01,2,OLIVER,Xavier,M.,REC,Reconquête !
3363,063-01,3,MAXIMI,Marianne,Mme,FI,La France Insoumise
3364,063-01,4,FAUCHEUX,Patrice,M.,DXG,Divers extrême gauche
3365,063-01,5,HECQUET,Laurent,M.,DVG,Divers gauche
3366,063-01,6,LECLAIR,Dominique,M.,DXG,Divers extrême gauche
3367,063-01,7,BISCOS,Anne,Mme,RN,Rassemblement National
3368,063-01,8,CAPOLINO,Maël,M.,DVG,Divers gauche
3369,063-01,9,DE FRANCESCO,Aurélie,Mme,ECO,Ecologistes
3370,063-01,10,GALPIER,Sébastien,M.,LR,Les Républicains
3371,063-01,11,THOMAS,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle)
3372,063-02,1,PIRÈS BEAUNE,Christine,Mme,SOC,Parti socialiste
3373,063-02,2,MONNET,Karina,Mme,ENS,Ensemble ! (Majorité présidentielle)
3374,063-02,3,LACOMBE,Marie-Paule,Mme,DVD,Divers droite
3375,063-02,4,DUPRÉ,Isabelle,Mme,RN,Rassemblement National
3376,063-02,5,BERTHON,Kenny,M.,DVG,Divers gauche
3377,063-02,6,DURIN,Sylvain,M.,LR,Les Républicains
3378,063-02,7,FREZOULS-LE PONT,Nicole,Mme,ECO,Ecologistes
3379,063-02,8,FÉLIX,Jean-Pierre,M.,DSV,Droite souverainiste
3380,063-02,9,CHABRIER,Aurélien,M.,REC,Reconquête !
3381,063-02,10,TRUCHON,Franck,M.,DXG,Divers extrême gauche
3382,063-03,1,WATREMEZ,Élisabeth,Mme,DVD,Divers droite
3383,063-03,2,SAVRE,Marie,Mme,DXG,Divers extrême gauche
3384,063-03,3,BATISSON,Françoise,Mme,RN,Rassemblement National
3385,063-03,4,HENRY,Mathilde,Mme,REC,Reconquête !
3386,063-03,5,BONY,Richard,M.,DVG,Divers gauche
3387,063-03,6,BONNET,Nicolas,M.,ECO,Ecologistes
3388,063-03,7,LAVIER,Sophie,Mme,DSV,Droite souverainiste
3389,063-03,8,LHERMET,Florence,Mme,RDG,Parti radical de gauche
3390,063-03,9,OTHILY,Cédic,M.,ECO,Ecologistes
3391,063-03,10,MARCHIS,Marie-Anne,Mme,LR,Les Républicains
3392,063-03,11,VICHNIEVSKY,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
3393,063-04,1,GOLÉO,Valérie,Mme,FI,La France Insoumise
3394,063-04,2,SANCHEZ,Pascale,Mme,REC,Reconquête !
3395,063-04,3,CHAVROCHE,Isabelle,Mme,ECO,Ecologistes
3396,063-04,4,HÉNOUX,Béatrice,Mme,DSV,Droite souverainiste
3397,063-04,5,LINGEMANN,Delphine,Mme,ENS,Ensemble ! (Majorité présidentielle)
3398,063-04,6,BRULÉ,Didier,M.,RN,Rassemblement National
3399,063-04,7,MAROTTE,François,M.,DXG,Divers extrême gauche
3400,063-04,8,PRADIER,Laurent,M.,RDG,Parti radical de gauche
3401,063-04,9,FANGET,Michel,M.,ENS,Ensemble ! (Majorité présidentielle)
3402,063-04,10,DUBESSY,Florence,Mme,LR,Les Républicains
3403,063-05,1,CARLETTO,Brigitte,Mme,RN,Rassemblement National
3404,063-05,2,LE PONT,Philippe,M.,ECO,Ecologistes
3405,063-05,3,PRÉVOST,Jérémy,M.,REC,Reconquête !
3406,063-05,4,COURTHALIAC,Yves,M.,LR,Les Républicains
3407,063-05,5,CAPRON,Gabrielle,Mme,DXG,Divers extrême gauche
3408,063-05,6,CHASSAIGNE,André,M.,COM,Parti communiste français
3409,063-05,7,POINTUD,Pascal,M.,DVD,Divers droite
3410,063-05,8,TARRERIAS,Emmanuelle,Mme,DVG,Divers gauche
3411,063-05,9,LEGRAND,Karine,Mme,ENS,Ensemble ! (Majorité présidentielle)
3412,064-01,1,PINOTEAU,Jean-Jacques,M.,DIV,Divers
3413,064-01,2,PONSARD VIDAL,David,M.,DSV,Droite souverainiste
3414,064-01,3,HEGOBURU,Agnès,Mme,DXG,Divers extrême gauche
3415,064-01,4,ANDRAUD,Cédric,M.,ECO,Ecologistes
3416,064-01,5,LAFARGUE,Sandrine,Mme,LR,Les Républicains
3417,064-01,6,VERRIERE,François,M.,RN,Rassemblement National
3418,064-01,7,LORENZI,Muriel,Mme,ECO,Ecologistes
3419,064-01,8,POUEYTO,Josy,Mme,ENS,Ensemble ! (Majorité présidentielle)
3420,064-01,9,SOULERE,Jacques-Henri,M.,DIV,Divers
3421,064-01,10,LALANNE,Jean-Yves,M.,DVG,Divers gauche
3422,064-01,11,GILLOT,Juliette,Mme,REC,Reconquête !
3423,064-02,1,FAURE,Cécile,Mme,ECO,Ecologistes
3424,064-02,2,GAIRIN,Marc,M.,REC,Reconquête !
3425,064-02,3,CESCAU,Patrick,M.,REG,Régionaliste
3426,064-02,4,JOINT,Frédérique,Mme,RN,Rassemblement National
3427,064-02,5,MAUHOURAT,Jacques,M.,ECO,Ecologistes
3428,064-02,6,LASSUS-DAVID,Emilie,Mme,DIV,Divers
3429,064-02,7,MATTEI,Jean-Paul,M.,ENS,Ensemble ! (Majorité présidentielle)
3430,064-02,8,CIVILETTI,Lucien,M.,DIV,Divers
3431,064-02,9,SENMARTIN-LAURENT,Tiphanie,Mme,ECO,Ecologistes
3432,064-02,10,MARCONI,Cyrille,M.,DXG,Divers extrême gauche
3433,064-03,1,HABIB,David,M.,DVG,Divers gauche
3434,064-03,2,COSTEDOAT-DIU,Fabienne,Mme,LR,Les Républicains
3435,064-03,3,LE ROUX,Françoise,Mme,DSV,Droite souverainiste
3436,064-03,4,CHARLOT,Christelle Huguette Sarah,Mme,ECO,Ecologistes
3437,064-03,5,PEYRE,Edith,Mme,ECO,Ecologistes
3438,064-03,6,ALBANEL,Romane,Mme,REC,Reconquête !
3439,064-03,7,BABY,Jean-François,M.,FI,La France Insoumise
3440,064-03,8,MISSIER,Antoine,M.,DXG,Divers extrême gauche
3441,064-03,9,BORDENAVE,Karine,Mme,REG,Régionaliste
3442,064-03,10,DELTEIL,Eric,M.,DXG,Divers extrême gauche
3443,064-03,11,PERNET,Eva,Mme,DIV,Divers
3444,064-03,12,CRESSON,Nicolas,M.,RN,Rassemblement National
3445,064-04,1,TAILLEFER,Margaux,Mme,REC,Reconquête !
3446,064-04,2,URRUTIKOETXEA,Egoitz,M.,REG,Régionaliste
3447,064-04,3,LASSALLE,Julien,M.,DIV,Divers
3448,064-04,4,BOUCHARD,Valérie,Mme,ECO,Ecologistes
3449,064-04,5,TROUNDAY,Annick,Mme,ENS,Ensemble ! (Majorité présidentielle)
3450,064-04,6,DARNET,Paul,M.,ECO,Ecologistes
3451,064-04,7,ECHANIZ,Inaki,M.,SOC,Parti socialiste
3452,064-04,8,LOPEZ,Sylviane,Mme,RN,Rassemblement National
3453,064-04,9,RIBEIRO,Carlos,M.,DXG,Divers extrême gauche
3454,064-05,1,BARDANOUVE,Philippe,M.,DXG,Divers extrême gauche
3455,064-05,2,PEREIRA-OSTANEL,Sandra,Mme,FI,La France Insoumise
3456,064-05,3,GIL,Benjamin,M.,DSV,Droite souverainiste
3457,064-05,4,HARY,Mathilde,Mme,REG,Régionaliste
3458,064-05,5,LASSERRE,Florence,Mme,ENS,Ensemble ! (Majorité présidentielle)
3459,064-05,6,ROUBIN,Sylvie,Mme,ECO,Ecologistes
3460,064-05,7,RICHÉ,Thomas,M.,DIV,Divers
3461,064-05,8,LESELLIER,Pascal,M.,RN,Rassemblement National
3462,064-05,9,SUSBIELLE,Hélène,Mme,DIV,Divers
3463,064-05,10,PATHIAS,Thibault,M.,DVG,Divers gauche
3464,064-05,11,PILLOT,Annick,Mme,REC,Reconquête !
3465,064-06,1,DUBOIS--ROBIN,Tom,M.,FI,La France Insoumise
3466,064-06,2,JOUVET,Philippe,M.,DVC,Divers centre
3467,064-06,3,DUFAU,Peio,M.,REG,Régionaliste
3468,064-06,4,SOUBELET,Bertrand,M.,DVD,Divers droite
3469,064-06,5,BACH,Fabrice Sébastien,M.,LR,Les Républicains
3470,064-06,6,BRIOLAIS,Kévin,M.,ECO,Ecologistes
3471,064-06,7,GOITSCHEL,Marielle,Mme,DIV,Divers
3472,064-06,8,NÉEL,Christiane,Mme,REC,Reconquête !
3473,064-06,9,UHART,Jacqueline,Mme,DXG,Divers extrême gauche
3474,064-06,10,TENNESON,Mathis,M.,DVC,Divers centre
3475,064-06,11,BRU,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle)
3476,064-06,12,BECKER,Monique,Mme,RN,Rassemblement National
3477,065-01,1,VILLANUEVA,Alexis,M.,ECO,Ecologistes
3478,065-01,2,CLARET,Pierre,M.,DIV,Divers
3479,065-01,3,GIRAL,Romain,M.,LR,Les Républicains
3480,065-01,4,SORIN,Marie-Christine,Mme,RN,Rassemblement National
3481,065-01,5,SAEZ,Maria,Mme,DXG,Divers extrême gauche
3482,065-01,6,GUÉNICHOT,Ophélie,Mme,ECO,Ecologistes
3483,065-01,7,BEYRIÉ,Maryse,Mme,DVG,Divers gauche
3484,065-01,8,SEMPASTOUS,Jean-Bernard,M.,ENS,Ensemble ! (Majorité présidentielle)
3485,065-01,9,FERRER,Sylvie,Mme,FI,La France Insoumise
3486,065-01,10,BONNECARRERE,Catherine,Mme,REC,Reconquête !
3487,065-02,1,BEAUDRY,Delphine,Mme,REG,Régionaliste
3488,065-02,2,MEUNIER,François,M.,DXG,Divers extrême gauche
3489,065-02,3,RIGOLLET,Antoine,M.,ECO,Ecologistes
3490,065-02,4,DABAT,Jean-Marc,M.,DIV,Divers
3491,065-02,5,KORN,Grégory,M.,FI,La France Insoumise
3492,065-02,6,BARBE,Aline,Mme,DSV,Droite souverainiste
3493,065-02,7,MOURNET,Benoit,M.,ENS,Ensemble ! (Majorité présidentielle)
3494,065-02,8,CRAMPE,Jérome,M.,RDG,Parti radical de gauche
3495,065-02,9,CASTÉRA,Yves,M.,DVG,Divers gauche
3496,065-02,10,DUTREY,Véronique,Mme,LR,Les Républicains
3497,065-02,11,ALVES DA CUNHA,Claude,M.,REC,Reconquête !
3498,065-02,12,DUMANOIR,Serge,M.,RN,Rassemblement National
3499,066-01,1,DASPE,Francis,M.,FI,La France Insoumise
3500,066-01,2,BARBARIN,Loïc,M.,DIV,Divers
3501,066-01,3,CHAMBAUD,Georges-Henri,M.,REC,Reconquête !
3502,066-01,4,PEIX,Rita,Mme,REG,Régionaliste
3503,066-01,5,GRAU,Romain,M.,ENS,Ensemble ! (Majorité présidentielle)
3504,066-01,6,SCHMITT,Vanessa,Mme,ECO,Ecologistes
3505,066-01,7,BOLO,Alexandre,M.,DVD,Divers droite
3506,066-01,8,POCH,Cathy,Mme,DSV,Droite souverainiste
3507,066-01,9,GAVALDA MOULENAT,Christine,Mme,LR,Les Républicains
3508,066-01,10,FOURCADE,Fabienne,Mme,DXG,Divers extrême gauche
3509,066-01,11,CHIFFRE,Anthony Léonce Eugène,M.,REG,Régionaliste
3510,066-01,12,BLANC,Sophie,Mme,RN,Rassemblement National
3511,066-01,13,ADVENARD,Pascale,Mme,DXG,Divers extrême gauche
3512,066-02,1,SABATINI,Anaïs,Mme,RN,Rassemblement National
3513,066-02,2,RASPAUD,Alexandra,Mme,REC,Reconquête !
3514,066-02,3,BERRUÉ,David,M.,ECO,Ecologistes
3515,066-02,4,BRET,David,M.,LR,Les Républicains
3516,066-02,5,BLANC,Cyril,M.,ECO,Ecologistes
3517,066-02,6,GABARDA,David,M.,DSV,Droite souverainiste
3518,066-02,7,LIS,Frédérique,Mme,ENS,Ensemble ! (Majorité présidentielle)
3519,066-02,8,DIAGO,Joël,M.,REG,Régionaliste
3520,066-02,9,GOISET,Philippe,M.,DXG,Divers extrême gauche
3521,066-03,1,SGARD,Marlène,Mme,DIV,Divers
3522,066-03,2,MANDAR,Charles,M.,REC,Reconquête !
3523,066-03,3,MADELINE,Blaise,M.,DIV,Divers
3524,066-03,4,MARTIN,Laurence,Mme,LR,Les Républicains
3525,066-03,5,LE FLOCH,Morgane,Mme,REG,Régionaliste
3526,066-03,6,GUITART,Henri,M.,DIV,Divers
3527,066-03,7,PERAULT,Françoise,Mme,DSV,Droite souverainiste
3528,066-03,8,URROZ,Anna-Maria,Mme,DXG,Divers extrême gauche
3529,066-03,9,BATAILLE,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle)
3530,066-03,10,CULLELL,Nathalie,Mme,FI,La France Insoumise
3531,066-03,11,DOGOR-SUCH,Sandrine,Mme,RN,Rassemblement National
3532,066-04,1,REYNAL,Alexandre,M.,DVG,Divers gauche
3533,066-04,2,POUPARD,Caroline,Mme,DXG,Divers extrême gauche
3534,066-04,3,MARTINEZ,Michèle,Mme,RN,Rassemblement National
3535,066-04,4,TRUCHET,Sylvie,Mme,REC,Reconquête !
3536,066-04,5,POUS,Jérôme,M.,FI,La France Insoumise
3537,066-04,6,BAILLY,Delphine,Mme,ECO,Ecologistes
3538,066-04,7,MALORTIGUE,Carol,M.,DIV,Divers
3539,066-04,8,VINCENT DE BOURBON PAHLAVI,Edwige,Mme,DIV,Divers
3540,066-04,9,CAZENOVE,Sébastien,M.,ENS,Ensemble ! (Majorité présidentielle)
3541,066-04,10,FABRA,Stéphane,M.,DSV,Droite souverainiste
3542,066-04,11,VERA,Jordi,M.,REG,Régionaliste
3543,066-04,12,GALAN,Bruno,M.,LR,Les Républicains
3544,067-01,1,FÈVE,Louise,Mme,DXG,Divers extrême gauche
3545,067-01,2,GROSJEAN,Yamina,Mme,DIV,Divers
3546,067-01,3,ROUCHDI,Jamal,M.,DIV,Divers
3547,067-01,4,CHRISTMANN,Elena,Mme,REC,Reconquête !
3548,067-01,5,REGOL,Sandra,Mme,ECO,Ecologistes
3549,067-01,6,KARMANN,Stéphanie,Mme,REG,Régionaliste
3550,067-01,7,COURCOUX,Sylvain,M.,DIV,Divers
3551,067-01,8,BLACHE,Elisa,Mme,DXG,Divers extrême gauche
3552,067-01,9,FONTANEL,Alain,M.,ENS,Ensemble ! (Majorité présidentielle)
3553,067-01,10,SAUNER,Lionel,M.,ECO,Ecologistes
3554,067-01,11,VOLOKHOVA,Tamara,Mme,RN,Rassemblement National
3555,067-01,12,ELKOUBY,Éric,M.,DVG,Divers gauche
3556,067-01,13,BARRET,Albéric,M.,DIV,Divers
3557,067-01,14,GOVI,Jérémy,M.,DVG,Divers gauche
3558,067-01,15,SEIGLE-MURANDI,Frédéric,M.,DIV,Divers
3559,067-01,16,HAFED,Nawal,Mme,ECO,Ecologistes
3560,067-01,17,ROZENHAFT,Audrey,Mme,LR,Les Républicains
3561,067-02,1,GOULET,Déborah,Mme,ECO,Ecologistes
3562,067-02,2,SCHNITZLER,Fabienne,Mme,ECO,Ecologistes
3563,067-02,3,FERNANDES,Emmanuel,M.,FI,La France Insoumise
3564,067-02,4,RICHARD,Alain,M.,DXG,Divers extrême gauche
3565,067-02,5,WASERMAN,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle)
3566,067-02,6,BOUSSIF,Jamal,M.,DIV,Divers
3567,067-02,7,VINCI,Thibaut,M.,RDG,Parti radical de gauche
3568,067-02,8,DIEMUNSCH,Cendrine,Mme,REG,Régionaliste
3569,067-02,9,WOLF SAMALOUSSI,Alexandre,M.,LR,Les Républicains
3570,067-02,10,LEONHART-GRUBER,Margarethe,Mme,ECO,Ecologistes
3571,067-02,11,BENNES,Armèle,Mme,DIV,Divers
